idx,nltk
194, profissional apoiar áreas análises indicadores célula inovação melhoria - operações logística.se veia inovação facilidade números lógicas aqui lugar ! candidate-se hoje ! ensino superior completo ciência engenharias áreas tableau power bi excel avançado habilidade lidar tarefas controle análise analytics cientista gestão processos
195, apoiar supervisor manutenção tecnicamente condução equipe durante realização identificando oportunidades capacitação treinamento equipe treinar executantes manutenção consulta manuais manutenção catálogos peças softwares diagnóstico scania mercedes bens participar análises falha perfil perdas junto engenharia sendo responsável levantar análises garantir cumprimento ações destas análises auditar processo execução manutenção quanto cumprimento procedimentos operacionais planos manutenção instruções manuais fabricantes quanto qualidade informações registradas sobre manutenções executadas elaborar instruções técnicas procedimentos operacionais contribuir melhoria contínua através implementação kaizens participação grupo ccq desenvolver trabalhos análises técnicas específicas relatórios técnicos conforme demandados coordenador manutenção formação técnica mecânica eletromecânica sólida manutenção equipamentos móveis mina manutenção caminhões mercedes benz scania técnico manutenção office intermediário windows word excel power point
196, estuda analisa especificações clientes elaboração propostas desenvolvimento projetos faz negociação clientes avalia normas especificações adequar projeto aplicar novos conceitos executa trabalho estrita relação departamento engenharia empresa registrando todos compor documentação técnica projeto mantém contatos clientes atualizando-os quanto andamento projeto esclarecendo dúvidas etc bem reúne-se parceiros fornecedores manter cronogramas padrões qualidade estabelecidos mantém-se informado sobre novos conceitos literatura técnica novos equipamentos softwares cursos treinamento etc atualização tecnológica suporte demais áreas empresa engenheiro mecânico eletrifico eletrônico mecatrônica ... empresas energia necessário perfil comercial idioma inglês - intermediário espanhol - intermediário
197, projetos subestações alta tensão mínimo 138kv projetos subestações elétricas alta tensão projetos geração elétrica geral realizar levantamento engenharia diagramas unifilares dimensionamento equipamentos ssaa especificações técnicas materiais desenhos equipamentos elaborar projetos envolvendo planta arranjo equipamentos elétricos layout geral subestação todo projeto instalação elétrica habilidades aplicações microsoft office word excel powerpoint softwares autocad idioma espanhol - intermediário inglês - intermediário
198, desenvolver executar manutenção programas softwares desenvolver programas conformidade padrão interface navegação engenharia processamento estabelecidas atendimento qualidade toda aplicação corrigir inconformidades inconsistências programas melhorar rotinas softwares ensino superior completo ciências computação engenharia computação sistemas informação áreas correlatas função linguagem programação delphi lógica programação vivência banco sistema operacional softwares auxiliares modelagem engenharia processamento programas inglês técnico
199, elaborar análises modelos suportar atingimento resultados estratégicos dr.consulta receita custos nps otimização oferta médica otimização centros médicos identificar oportunidades ganhos eficiência através análise algoritmos predição transmitir alta administração demais áreas conclusões oportunidades levantadas implementar ponta soluções propostas validar resultados suportar desenvolvimento indicadores resultados desdobrados partir modelagem propor desenvolver novos produtos baseados agreguem valor pacientes médicos ensino superior completo podendo matemática estatística ciência computação ciência engenharias áreas ferramentas bi science prévia área linguagem programação sql - básico r python - básico autodisciplina pois vai ter muita autonomia capacidade analítica foco resultado resiliência
200, responsável processo processamento enriquecimento focado operações conciliação pagamento comissões tanto relação execução operação quanto evolução automatização processo ponto contato parceiros enriquecimento informações conciliações operações contestadas estará diretamente conectado conciliação pagamentos apoiando processo através disponibilização eficiência agilidade identificação soluções tecnologia + automação responsável disponibilização relatórios funil conversão venda gerenciará processamento pagamento analista + engenheiro integração organizando identificadas
201, atuar análise modelagem modelagem preditiva previsão séries temporais análise gráficos painel controle ferramentas relatório powerbi tableau antecedentes matemática aplicada estatística informática comércio engenharia análise modelagem modelagem preditiva previsão séries temporais análise gráficos painel controle ferramentas relatório powerbi tableau capacidade discutir análises aspectos técnicos público empresarial histórico execução bem sucedida ambiente equipe fortes habilidades comunicação capacidade processar explicar conceitos técnicos complexos alinhar organização decisões idioma inglês avançado
202," atuar arquiteto condutor desenho tecnologias modelos entidades etl projetos desenvolvimento produtos analíticos aplicação squads desenvolvimento área analytics intelligence bi trabalhar conjunto alinhamento tático estratégico demais arquitetos líderes áreas technology intelligence assim analisar requerimentos funcionais não-funcionais área product introduzir práticas tecnologias através provas conceito tecnologia treinar disseminar resultados implantação projetos liderar times direção resolução problemas identificados pesquisando coordenando recursos necessários efetivo troubleshoot diagnóstico problemas complexos projetos soluções propostas avaliar tecnologias aplicabilidade negócio extrair traduzir necessidades requerimentos alternativas soluções ingestão transformação processamento vários recursos estruturados desestruturados identificando riscos impactos ajustes sobre planejamento facilitar gestão tomada decisão liderar direção técnica evolução arquitetura através revisões arquitetura junto squads produtos envolvidos projetos ativamente monitorar unidades negócio sistemas saúde desenho soluções tecnologias assim escrever propostas remediação causas tendências negativas arquitetura proativamente monitorar novos desenvolvimentos descoberta necessidades ajustes lake warehouse processamento deveria evoluir infraestrutura plataforma aberta compartilhada fácil acesso proativamente pesquisar monitorar aprender validar avanços indústria tecnologia continuamente construir alianças explorar maneiras alavancar avançar oportunidades técnicas forte entendimento linguagens programação código padrões frameworks bancos domínio linguagens programação python numpy pandas pyspark assim sql nosql soluções aws glue s3 glacier redshift mongodb elasticsearch stitch airflow expert disciplina engenharia expert pluralidade tecnologias sistemas processamento paralelo distribuído nuvem query mining linguagens estruturadas declarativas computação alta-performance escalabilidade resiliência uml ferramentas modelagem desenho modelos bancos tabelas arquivos etc ,armazenamento arquitetura orientada serviços protocolos integração comunicação sistemas entendimento sistemas operacionais windows linux fortes habilidades organização planejamento projetos gestão tempo mudanças grupos funcionais múltiplos áreas assim delegação envolvendo priorização re-priorização projetos vários tamanhos complexidades avançada resolução problemas envolvendo times liderança identificando pesquisando coordenando recursos necessários efetivamente diagnosticar questões complexas projeto sucesso extrair traduzir descobertas alternativas soluções identificando riscos impactos assim ajustes cronogramas facilitar tomadas decisão líderes habilidade avançada comunicação verbal escrita serviço cliente habilidades interpessoais apresentação vastas audiências incluindo liderança gestores executivos clientes etc incluindo dicção terminologia apresentando informação concisa efetiva diferentes meios comunicação destaque arquitetar estruturados desestruturados big nuvem modelar documentar descrever arquiteturas hands-on independente desenvolver provas conceito tecnologia ter implementado projetos infraestrutura servidores processamento serviços bancos big nuvem ter prática arquitetura modelo ágil soft skills forte desejo auto-desenvolvimento aprimoramento desafia status-quo construtiva foco aspectos negócio visão comercial decisões tecnologia busca inovar pensar lean foco entrega valor contínuo abertura feedback facilidade trabalho"
203, cria especificações funcionais base necessidades negócio podendo sugerir soluções funcionais áreas solicitantes acompanha desenvolvimento solução acordo especificações funcionais realiza validação funcional sistema desenvolvido acordo especificações funcional assegura funcionamento sistemas desenvolvidos contratados mantendo mutuo todas áreas envolvidas nesse processo internas externas departamento solução problemas cria mantém manuais soluções entregues coordena homologação solução desenvolvida garante aceite parte solicitante cria planos testes soluções demandadas ensino superior completo áreas correlatas função it pós graduação anterior modelagem engenharia requisitos anterior função office avançado idioma inglês - fluente
204, responsável processo processamento enriquecimento status solicitações realizadas plataforma franq disponibilizados diferentes parceiro financeiros ponto contato parceiros enriquecimento informações garantia assiduidade entrega informações parceiros bem qualidade destas apoiará cs entendimento status solicitações esclarecimentos dúvidas bem disponibilização detalhamento status operações apoiará comunicação viabilização transmissão informação referente status operações pbs garantirá qualidade enriquecimento informações pertinentes status tanto dentro plataformas franq quanto àquelas provenientes parceiros responsável disponibilização relatórios funil conversão venda gerenciará processamento status analista + engenheiro integração + analista cro organizando identificadas juntamente cs marketing
205, superior completo áreas estatística/engenharia produção/matemática áreas crm/inteligência dados/bi dashboards direcionados tomadas decisão projetos implementação driven excel avançado access salesforce framework processamento especificar banco ferramentas visualização sql server pyhton looker tableau power bi desenvolver modelos estatísticos preditivos análise manutenção suporte tomada decisão trabalhar especificação desenvolvimento estruturação projetos science atuar etapas projeto science transformação limpeza engenharia modelagem visualização implementar melhores práticas arquiteturas algoritmos metodologias orientadas gerar análises plano ação melhoria kpis
206, pmo governança tic ferramentas gerenciamento projetos gerenciando projetos contratos áreas internas equipes multifuncionais squads tratar propor desenhar acompanhar qualidade soluções infraestrutura tic intuito prover serviços front-end configuração sistemas móveis centers cloud tecnologias backup sistemas operacionais windows linux soluções servidores storage backup sistema operacional banco conectividade soluções replicação ambiente físico nuvem arquitetura nuvens públicas funções gerenciamento projetos/contratos customer success manager ensino superior completo análise sistemas ciências computação processamento engenharia eletrônica áreas vivência prévia operadoras comunicação datacenters áreas projetos operações metodologia ágil kanban scrum inglês técnico certificações aws gcp azure
207, monitoramento atendimento incidências n1 ambiente noc network operation center direcionamento chamados próximos níveis atendimento áreas solucionadoras execução solução medida contorno pronto atendimento ocorrência atendimento requisições serviço propostas melhorias processos existentes pdca operação serviços ti atendimento incidências n1 prestação serviços incluindo plataforma mainframe sistemas web servidores ferramentas backup schedulagem requisitos qualificações superior ciência computação análise sistemas processamento engenharia área exatas análise sistemas gerenciais administração sistemas informações mba especialização áreas ti tecnólogos áreas tecnologia informação certificação itil v3 foundation operacional - zabbix - solução monitoramento operacional - itsm - ferramenta registro solicitações ferramentas operacional commvault edi/rvs - transferência bancária arquivos enviados recebidos
208, coletar analisar necessidades negócios identificando processos desenhando-os automatizando-os analisar problemas complexos negócios avaliar sistema colaboração integração automatização processos pode implementado resolvê-los realizar levantamento requisitos funcionais sistemas conjunto áreas negócio elo ligação gestão ti coordenando trabalhos mapeamento processos voltados customizações sistemas erp corporativo atuar administrador sistema informatizado colaboração integração automatização processos fluig ampliar atuais identificar ferramentas auxiliem gestão processos ganho produtividade efetividade controles identificar pontos fortes fraquezas processos mapeados apontar oportunidades ameaças observar políticas corporativas buscar alinhamento processos princípios nelas estabelecidos coordenar supervisionar trabalhos desenvolvimento fluxos automatizados sistemas definir supervisor processos qualidade agenda trabalhos desenvolvidos desenvolvimento área processos atuar líder projetos avaliação elaboração aprovação execução monitoramento encerramento iniciativas multifuncionais estratégicas fim garantir alinhamento contínuo objetivos negócios observando práticas definidas escritório projetos atuar interlocutor facilitar discussões várias partes interessadas projetos liderar garantindo atendimento escopo cronograma qualidade orçamento estabelecidos auxiliar gerência planejamento trabalhos voltados implantação iniciativas multifuncionais estratégicas ensino superior completo tecnologia processamento engenharia sistemas
209, modelo conceitual lógico físico realizar engenharia reversa modelo executar carga executar rotinas integração administrar estruturas bases desenvolver comandos ddl dml dcl tcl apoiar equipes localização bases existentes apoiar desenvolvimento requisitos elaborar manter disseminar normas padrões dicionários repositórios apoiar análise desenvolvimento modelo negócio sistemas apoiar equipe informações business intelligence profissional possua superior completo preferencialmente áreas tecnologia informação engenharia administração possuir superior completo outras áreas diferentes tendo neste caso possuir pós-graduação área banco administração comprovado através cursos comprovada análise administração modelagem ferramenta case modelagem planejamento organização controle corporativos documentação gerenciamento corporativos administração objetos banco sql server desenvolvimento scripts sql comprovado através cursos comprovada sql ansi sgdbs sql server postgresql caso profissional apresente análise negócios análise performance queries sql server - integration services ferramenta versionamento gerenciamento código ferramenta erwin integração pentaho integration pdi métodos ágeis xp scrum kanban etc vez framework guiará desenvolvimento entrega produtos itil information technology infraestructure library itil® foundation
210, conhece # méqui maiores redes serviço alimentação rápida mundo ! # parapapapaaaaa américa latina caribe arcos dorados responsável operar restaurantes mcdonald\\ # 39s desde 2007 consolidamos regionalmente continuamos apostar mesmos compromissos norteiam caminho qualidade alimentação transparência geração empregos formais jovens comunidades cadeia suprimentos sustentável cuidado ambiental diversidade inclusão inovação toda família ! responsável através metodologia scrum entender desenhar implementar soluções tecnológicas especificamente camada localização produto plataforma pdv delivery drive brasil trabalhar equipes suporte desenvolvimento integrar sistemas específicos sistemas legados back- office restaurante pensar soluções fim fim tratar restaurante drive-thru delivery operações varejo segmento food operações fiscais básicas s @ t nfc-e s @ t mfe paf-nfce operações financeiras básicas tef carteiras digitais gostou oportunidade então perfil profissional alinhado pontos abaixo fique vontade candidatar superior completo sistemas informação análise sistemas matemática engenharia ciências computação processamento tecnólogo implantação sistemas indicadores produtos projetos varejo banco sql oracle metodologia agile scrum master product owner vivência varejo preferencialmente pontos vendas distribuídos operações delivery drive-thru digital projetos grande complexidade metodologia agile flexibilidade fácil adaptação mudanças foco cliente altos padrões controle trabalho equipe promovemos inclusão valorizamos diversidade toda multiplicidade aqui pode fazer diferença sendo venha méqui ! # mcémc
211, responder gestão áreas engenharia arquitetura produtos garantindo tecnologias possam atender necessidades comerciais empresa sustentabilidade negócio curto médio longo prazo desenvolver planejamento estratégico voltado tecnologia foco demanda mercados cliente promover pesquisas implementação tecnologias possam potencialmente aumentar vantagem competitiva negócio mentorar demais áreas eficaz tecnologia desenvolver analisar reportar kpis avaliação desempenho áreas identificando cenários críticos possíveis pontos atenção propondo soluções possam impactar negócio implantar política segurança reduzindo risco violações tecnológicas proteção informações sensíveis gerenciar budget ativos digitais área melhor empregabilidade consciente recursos evoluir infraestrutura sistema garantir funcionalidade escalabilidade eficiência comunicar estratégia tecnologia parceiros investidores promover ambiente colaborativo gestão transferência times foco desenvolvimento carreira gerir projetos processos acordo boas práticas agilidade fortalecendo cultura excelência tecnologia comunicação eficiente desenvolvimento profissional cto | cio função liderança semelhante forte áreas tecnologia visão tendências inovação perfil analítico compreensão planejamento negócios capacidade definir prioridades estratégica fortes habilidades liderança vivência gestão equipe técnicas considerando todos níveis senioridade capacidade comunicação clara objetiva excelentes habilidades interpessoais vivência implementação metodologias desenvolvimento ágil formação superior ciência computação engenharia similares mba pós-graduação áreas relevância negócio
212, desenvolver análises diagnósticas testes hipótese grandes volumes identificar oportunidades junto áreas negócio atender necessidades stakeholders coletar limpar armazenar organizar integrar contribuir pipelines engenheiros modelos inteligentes machine learning ml inteligência artificial ai métodos modelagem dado auxiliar clientes internos externos tomadas decisões negócios realizar análises exploratórias modelagem preditiva aplicar aprendizado máquina realizar simulações visualização interativa garantindo performance modelos entrega resultados esperados evangelista relação ferramentas análise modelos estatísticos existentes empresa graduação completa qualquer área perfil fortemente analítico raciocínio lógico linguagem programação voltada ciência python r spss sas - preferêncialmente python domínio sql análise descritiva visualização algoritmos machine learning modelagem estatística regressão classificação clusterização destaque possuir pós graduação especialização área formação acadêmica mestrado/doutorado conhecer algoritmos ml ai nlp visão computacional redes neurais profundas algoritmos genéticos aprendizado reforço técnicas algoritmos deep learning tensorflow pytorch ambiente cloud computing aws gcp azure ciclo desenvolvimento software modelos produção ci/cd mlops ferramentas git jenkins docker ferramentas bi powerbi tableau similares soft skills forte desejo autodesenvolvimento aprimoramento abertura feedback adorar trabalhar proatividade sempre importar comportar dono entregáveis
213, requisitos ensino superior completo ciências computação informática áreas graduação completa qualquer área formação pós- graduação informática/computação fornecido instituição reconhecida mec acrescido profissional área superior cinco anos acrescido título mestrado doutorado área ter habilidades seguintes tecnologias vmware citrix hyper-v zabbix sentry graylog haproxy nginx apache openvpn firewall proxy idp antivirus ... active directory dns ntp autonomous system switch gerenciável roteadores servidores storages link # 39 s nobreaks geradores java javascript python sql typescript shellscrip t powershell nodejs voip protocolos lgpd desempenhar superior especializado envolvendo planejamento projeto instalação redes transmissão suportem sistemas processamento definir documentar configurações adequadas infraestrutura necessária serviços desenvolvimento homologação produção incluindo modificações evoluções analisar redes comunicação planejadas desenvolver estudos melhorar desempenho planejar topologias rede aquisição instalação manutenção software equipamentos telecomunicação manter perfeito funcionamento sistemas segurança acesso analisar configurar instalar manter programas sistemas operacionais gerenciar contas discos acompanhar evolução software analisando impacto sistemas projetos padrões procedimentos existentes instalar manter comunicação digital incluindo acesso internet intranet correio eletrônico comunicação voz vídeo implementando mecanismos garantam correta promover resolução problemas instalação suporte envolvam aspectos configuração administração servidores pesquisar definir operacionalizar sistemas segurança objetivo preservar integridade sigilo informações armazenadas computadores efetuar atualização softwares segurança realizar monitoramento auditoria manutenção rede computadores realizar validar armazenar restaurar cópias segurança informações contidas sistemas administrar licenças software orientar itens referentes segurança contaminação quotmalwares quot computadores pesquisar avaliar tecnologias aprimorar recursos tecnológicos utilizados promover assessoramento especificação equipamentos relacionados rede serem adquiridos orientar elaboração projetos cabeamentos lógico elétrico bem realizar testes conectividade redes locais monitorar serviços ti elaborar scripts automatização rotinas definir padrões arquitetura conjunto sistemas desenvolver padrões desenvolvimento implantação infraestrutura atuar agente integrador parceria administradores engenheiros software times operação garantir disponibilidade sistemas baseados infraestruturas cloud participar ativamente implantações projetos envolvam ambientes cloud desenvolver evoluir arquiteturas soluções migrar data-center físicos nuvem participar ativamente análise estudo seleção planejamento software hardware básico sistemas operacionais bancos teleprocessamento sistemas gestão etc. prestar suporte técnico desenvolvedores elaborar documentação técnica relativa procedimentos controles emitir pareceres técnicos atuar gerenciamento serviços tecnologia informação executar outras tarefas mesma natureza grau complexidade auxiliar necessário perícias desenvolver outras correlatas área
