idx,nltk
769, venha fazer parte empresa maior expansão segmento adesivos plavitec busca mercado profissional analista protheus jr. seguintes - atendimento empresa abertura chamados duvidas controle junto fornecedor totvs garantindo resolução prazos estipulados - customizar sistema acordo necessidades internas dentro limitações garantir melhor operacao diaria requisitos - atual função suporte implementação sistema protheus - controle automação processos acd logica sistema totvs - formação técnica área - certificações totvs mandatória - ferramentas office avançado tendo power bi - atuado áreas suporte fabrica
770, analisar operações custos despesas suportar decisões sobre margens objetivos negócio participar ativamente processo orçamentário incluindo projeções balanço fins fluxo caixa elaborar reportes mensais consolidação análise preparar apresentações resultados elaboração acompanhamento indicadores performance kpi 's análise interpretação demonstração resultado exercício balanço patrimonial dentre outras correlatas formação superior economia administração ciências contábeis engenharia pós-graduação considerada anterior conforme escopo inglês avançado domínio power point word excel power bi rm sap
771, fará extração tratamento elaboração relatórios analíticos apresentações dashboards relatórios power bi excel - avançado - obrigatório ensino superior completo administração engenharia áreas correlatas anterior análise tratamento relatórios microsoft office excel avançado power point desejávelconhecimento ferramenta power bi usuário
772, gerenciar inventário equipamentos restaurar padronizar imagens sistemas operacionais prestar suporte técnico incluindo windows office macos ios android internet telefonias redes impressoras tanto in loco quanto remotamente prestar suporte niii analistas equipe construir padronizar processos procedimentos investigar detalhar coletar requisitos problemas relatados ponto focal contato equipe ti local eua sólidos windows macos avançados rede tcp/ip avançados ferramentas o365 sharepoint powerapps power bi suporte técnico inglês avançado leitura/escrita/conversação certificação itil suporte técnico pensamento lógico investigativo ótimas habilidades comunicação oral escrita comprometimento proatividade organizado gostar ouvir ensinar pessoas ter foco solução problema ensino superior técnico completo
773, responsável gerar relatório através sistemas contas pagar receber acompanhar corrigir lançamentos sistemas orientando equipes elaborar rotinas fluxo orçamentário planilhas acompanhar provisões despesas todas áreas apontando divergências analisar variações orçamento realizado x previsto desenvolvimento planilhas excel power bi elaboração relatórios controles kpi´s excell avançado elaboração análise orçamento contabilidade têm noções ti/sistemas gestão projetos implantação sistemas profissional `` hand-on '' proativo comunicativo bom raciocínio lógico saiba atuar autonomia questionador saiba trabalhar bem sob pressão comprometido
774, realiza fases elaboração requisitos programação implantação software protheus elabora orienta correção manutenção programas codificar realizar testes prepara documentação produz manuais operação realiza implementação manutenção novos sistemas ajustar sistemas existentes acompanhar mudanças necessidades superior completo sistemas informação engenharia correlata área t.i programação serviços redes imprescindível erp protheus sistema crm ferramenta bi comprovada programação advpl sistemas erp protheus banco sql server java domínio ferramentas office certificação microsoft redes inglês intermediário
775, analisar planejar gerenciar curto prazo demanda abastecimento plano produção monitorar performance vendas ruptura serviço todo mix produtos on balanceamento parâmetros reposição diversos locais planejamento previsão demanda diferentes canais vendas conciliação gerenciamento restrições toda cadeia operação controlar elaborar kpi s relevantes negócio interação condução pautas relacionadas demanda áreas marketing vendas logística produção alinhamento objetivos integração processos excel intermediário funções/ tabela dinâmica preferencialmente macros básico banco acess power query power bi habilidade números negociação drp s op s oe logística customer service graduação administração áreas planejamento
776, gerenciar campanhas conteúdos investimentos meio digital focando análise otimização resultados conversões analise b.i planejamento execução avaliação campanhas pagas orgânicas checagem postagens acompanhamento gerenciamento leads quantidade x qualidade gerenciamento verba diária investimento acompanhamento funil vendas conversões planejamento gestão otimização campanhas domínio google ads facebook ads instagram ads graduação marketing digital domínio completo facebook páginas negócios gerenciamento anúncio .google ads anúncios analytics linkedin instagram perfil analítico organizado gerenciamento google analytics gerenciamento rd
777, responsabilidades confecção dashboards reports contendo insights learnings análises desempenho construir visões necessárias análises performance mídia cro implementação tags fluxo compra comércio eletrônico avançado validação tagueamento tanto ferramentas analytics quanto veículos mídia análises diárias performance mídia propondo ações práticas otimização parceiros mídia consolidação resultados matrizes visões clientes internos externos identificação padrões comportamento oportunidades negócio mídia implementação modelos mensuração construção kpi 's requisitos automação reports gerenciais - google analytics power bi excel supermetrics linguagens programação html css javascritp optimize cro
778, participar processo s op coletar analisar demanda previsão vendas referencias estatísticas processo revisão demanda planejar aproveitamento rentabilidade mi elaborar plano metas unidades comerciais desdobramento força vendas canal segmento cliente otimizar capacidades mix rentável acompanhar controlar indicadores resultado tático velocidade vendas velocidade produção cobertura estoque margem produtos ferramentas novos processos melhoria superior completo engenharias economia administração correlatos office avançado access excel imprescindível bi experiencia planejamento s op indústria frigorifica
779, desenvolvimento ambientes estrutura estruturados estruturados suportem visualização automação processos execução modelos criados entendimento comportamento necessidades cliente mercado através análise pesquisas informações disponíveis implementação relatórios visão estratégica negócio área tratamento estatístico apresentação modelos resultados equipes multifuncionais sugestão ideias contribuam estrategicamente negócio base ciência ensino superior completo análise desenvolvimento sistemas ciência computação engenharias estatística matemática sistemas informação áreas excel avançado sql mysql power bi nectar call flex considerados diferenciais
780, elaboração análise ciclo rateio distribuição elaboração relatórios gerenciais bp dre unidade negócios atividade classificação conciliação reclassificação contas contábeis apuração contabilização impostos indiretos conferência conciliação contabilização folha pagamento recolhimento impostos encargos necessário área elaborar indicadores performance tomada decisão elaboração budget forecast custo produção ordens produtos controles orçamentários real x orçado ensino superior completo ciências contábeis - mba controladoria excel avançado módulos fi mm sistema sap módulo bi power query
781, desenvolver soluções logísticas referente expansão cd pesquisando sugerindo soluções inovadoras contrato controlar desenvolver soluções reduzir custos expansão cd picking put-away elaborar bases custos planilhas análises projetos desenvolvidos elaborar análises financeiras payback/roi aprovação projetos focadas estoque liderar participar reuniões acompanhamento apresentação ações projetos cliente pares fornecedores apresentando relatórios planilhas gráficos inglês intermediários excel powerpoint avançado proficiência power bi sql slotting gestão estoque melhoria contínua liderar projetos melhoria processos técnica melhoria contínua kaizen lean wcm six sigma e-commerce retail
782, soluções office 365 power apps automate power bi plataforma microsoft power - ms powerapps ms flow powerbi análise design desenvolvimento teste implementação aplicativos escala empresarial desenvolvimento novos modelos powerapps aplicativos baseados tela bem aprimoramento aplicativos existentes noções básicas sobre fórmulas métodos desenvolvimento powerapps licenciamento power automate processos negócios power automate capacidade conectores personalizados power automate api integrações serviços restantes compreensão implementar soluções múltiplas fontes
783, tratativa chamados abertos estabelecimentos comerciais empresas operador logístico suporte administrativo processos logística efetuar atendimento chamados meio erp confirmação recebimentos produtos clientes baixas títulos erp envio informações e-mail tratamento planilhas excel acompanhamento clientes carteira análise desenvolvimento relatórios excel word interno externo auxilio áreas financeiras revisão documentos controle arquivo assessorar gerais área finanças necessário ensino superior completo administração logística áreas relacionadas office avançado principalmente excel ferramenta power bi necessário ter trabalho atendimento operador logístico
784, graduação curso superior área tecnologia informação conclusão qualquer curso superior acompanhado certificado curso pós-graduação especialização mestrado doutorado área tecnologia informação mínimo 360 horas profissional detentor competências técnicas necessárias desenvolvimento análise projeto soluções ti vierem contratadas espera-se profissional detenha domínio tecnologias linguagens ferramentas empregadas contratante atue eficiência análise requisitos expressos áreas gestoras projetando bases componentes software necessários atendimento levantamento requisitos modelagem modelagem processos ferramentas case bancos oracle sql server linguagem uml unified modelling language métodos ágeis scrum modelagem modelagem processos ferramentas case microsoft project elaboração cronogramas ferramentas desenvolvimento eclipse enterprise architect 13 superior visual studio 2005 superior team foundation server 2017 superior obiee oracle business intelligence enterprise edition
785, produzir materiais suportem liderança área quanto realização fóruns governança representar área participação reuniões grupos trabalho fóruns temáticos dar suporte execução procedimentos relacionados gestão plataforma catalogação glossário linhagem atuar processo melhoria controles acesso atuar projetos envolvam frente governança dar suporte estrutura corporativa gestão privacidade tange fluxos tratamentos associados intuito avaliar propor direcionamento ações decorrentes legislações atuar desenvolvimento manutenção domínios corporativos intermediário menos seguintes tecnologias teradata sas ecossistema hadoop power bi microstrategy tableau intermediário ferramentas ms office power point word excel project - intermediário atuando projetos centrados desenvolvimento sistemas baseados sgbds soluções bi analytics intermediário conceitos big ferramentas opens source catalog lineage virtualization - básico métodos ágeis desenvolvimento projetos - conceitos segurança sgbd mpp - skill facilitador atuando grupos multidisciplinares envolvendo áreas negócios ti - criatividade trabalho equipe relacionamento interpessoal comunicação
786, descrição vaga gente aqui ambev sonha grande ! milhares apaixonados fazemos maior objetivo inovar setor bebidas maior qualidade diversidade possível possa brindar qualquer ocasião escolhendo gosta ! cultura focada construir ambiente inclusivo colaborativo onde pessoas possam melhor mesmas ! gente maior ativo afinal sabemos investir potencial colaboradores trazer ainda qualidade negócio bebidas sempre busca talentos diversos dispostos construir grande sonho gente unir pessoas mundo melhor prazer ambev adoraríamos ter gente responsabilidades atribuições rotina inclui participar reuniões planejamento realizar processo desdobramento metas emitir analisar relatórios acompanhamento indicadores realizar apuração/input itens performance acompanhar incentivos equipes vendas realizar alterações mensalmente equipe vendas acordo grupo varejo classe situação sistema prestar suporte equipe vendas definir modelo execução produtos responsabilidade propor melhorias processo atua requisitos qualificações sugerida disciplina cumprimento rotina habilidade numérica facilidade relacionamento interpessoal formação ensino superior completo exigência office excel avançado power bi
787, atendimento áreas negócio desenvolvimento desenho/arquitetura soluções sistemas analisar design sistemas técnicos modelos negócios propor solução atenda end-to-end realizar entendimento solicitações junto times propor implementar soluções agreguem valor requisitos negócio gestão documentação requisitos desenvolvimento homologação implantação solução acompanhar pós-produção gestão projetos auxiliar seleção membros acompanhar execução tarefas estimar esforços validar entregas reportar progresso projetos acordo metodologia definida governança ti gerente projeto prestar suporte 1 2 graduação tecnologia ciência computação sistemas informação áreas linguagem programação .net java sql etc arquitetura soluções serviços barramento orquestração web services sistemas web mobile bi orientada serviços scrum/kanban/metodologias ágeis elaboração cenários casos teste sql server inglês espanhol idioma inglês - fluente
788, avaliar concessão crédito venda produtos todo território nacional promover recuperação ativos financeiros mediante estratégias cobrança análise crédito junto mercado fim mitigar risco saúde financeira empresa algumas têm escopo brasil internacionais desenvolver implementar análises automatizadas relacionadas crédito cobranças contas receber revisar propor metodologias modelagens robustas bases estatísticas automatizadas análises crédito políticas financeiras monitorar atuar proativamente corretivamente relacionado performance csc kpis negócio estruturas existentes desenvolver migrar relatórios plataforma analytics bi - qliksense garantir cumprimentos políticas propor melhorias contínuas propor desenvolver zelar bom prazos meios pagamentos apoiar análises propor aprovar negociações concessões crédito participar comitês crédito atuar business partner negócios buscando otimizar realização vendas tempo promova minimização riscos perdas ensino superior completo ciências econômicas contábeis administração matemática estatística mba pós graduação espanhol idioma inglês - fluente
789, dar suporte implantação sistemas wms tms desenvolver matriz custo logística transporte mercadorias revisão estruturação implantação processos logísticos clientes análise desenvolvimento procedimentos operacionais todo armazém sistematização rotinas área qualidade regulatórios monitoramento estratégias performance identificar oportunidades melhorias serem implementadas análise matriz kpis análise global cliente atividade recurso coordenar cronogramas informações projeto atribuição tarefas equipes internas gerenciar cronogramas verificar necessidades requisitos clientes atendidas medida implantação evolui atuar focal point durante implantação sistemas novos clientes manter documentação planos relatórios abrangentes projeto operador logístico área planejamento logístico ti projetos capacidade preparar interpretar fluxogramas cronogramas controle custos planos ação passo passo trabalho power bi excel powerpoint ferramentas gerenciamento projetos ms project proj4me artia gantt project trello etc formação superior pós- graduação/especialização logística
790, analisar carteira pedidos programar produção área fabril acompanhar produção através relatórios realizar acompanhamento produção fazer análise capacidade produção atuar controle estoque matéria-prima insumos definir cronograma prioridades produção planejar produção área fabril coletar informações supervisão fábrica estabelecer prioridades produção monitorar qualidade serviço programar produção terceirizada emitir ordens produção analisar gargalos linhas produção responsável emitir relatórios coletar informações supervisão fábrica realizar análise estoque análise teórico x real monitorar notas relacionadas empresas terceirizadas emitir ordens produção participação projetos internos responsável planejamento materiais matéria prima/ insumos/ indiretos/auxiliares realizar follow-up pedidos compras junto fornecedores analisar níveis estoque empresa acompanhamento entregas junto transportadoras ensino superior completo engenharia logística áreas profundo planejamento controle produção s op grande volume programação diversidade skus controle estoque office intermediário indústria power bi
791, analisar carteira pedidos programar produção área fabril acompanhar produção através relatórios realizar acompanhamento produção fazer análise capacidade produção atuar controle estoque matéria-prima insumos definir cronograma prioridades produção planejar produção área fabril coletar informações supervisão fábrica estabelecer prioridades produção monitorar qualidade serviço programar produção terceirizada emitir ordens produção analisar gargalos linhas produção responsável emitir relatórios coletar informações supervisão fábrica realizar análise estoque análise teórico x real monitorar notas relacionadas empresas terceirizadas emitir ordens produção participação projetos internos responsável planejamento materiais matéria prima/ insumos/ indiretos/auxiliares realizar follow-up pedidos compras junto fornecedores analisar níveis estoque empresa acompanhamento entregas junto transportadoras ensino superior completo engenharia logística áreas profundo planejamento controle produção s op grande volume programação diversidade skus controle estoque office intermediário indústria power bi
792, irá entender necessidades negócio planejando desenvolvendo melhorias inovações áreas tecnologia informação realizará constantes atualizações desenvolvimentos necessidades surgem empresa propondo soluções adequadas garantindo satisfação projetos realizados fará levantamento requisitos verificando necessidades sistema orientando projetos todo interligando consultoria empresa gerenciando cronograma custo fará descrição junto empresas sistema arquitetura software realizando interface consultoria preparando gerenciando banco rede sql acompanhará projeto implantação atualização sistema migração prestando suporte interno integrando áreas produção negócio backoffice responsável desenvolver manuais descritivos funcionamento sistemas políticas segurança informação treinamentos novos desenvolvimento ferramentas digitais definirá parâmetros sistemas localizando falhas ineficiências implementar soluções foco otimização rotinas simplificação automatização processos ensino superior completo engenharia computação tecnologia informação engenharia sistemas análise desenvolvimento sistemas similares domínio ferramenta business intelligence - bi área inovação implantação projetos desenvolvimento soluções meio sistemas informatizados ter foco implantação sistemas linguagens programação
793, efetuar processo compra insumos serviços junto fornecedores através negociações análises ofertas compras responder concepção execução processos realizando análises solucionando problemas maior complexidade operacionalizar processos importação exportação incluindo rotinas despacho aduaneiro negociação contratação rastreamento frete internacional avaliar desempenho área compras através desenvolvimento indicadores performance juntamente gestor realizar desenvolvimento qualificação avaliação fornecedores suporte gestão pessoas setor aplicando conceitos melhoria contínua outras inerentes função superior completo administração empresas logística engenharia produção necessário vivência cadeia suprimentos impostos nacional internacional desenvolvimento métricas indicadores manejo erp preferencialmente protheus office inglês fluente sendo power bi
794, gerenciamento erp protheus 12 módulos pcp compras estoque custos financeiro faturamento gfe gestão pessoal instalação manutenção configuração sistema erp protheus gatilhos validações binário aplicação patches updates tss desenvolvimento linguagem advpl telas relatórios web services pontos entrada execauto api webservice mvc soap rest atendimento análise suporte capacitação orientação treinamentos usuários/key users sistema administração permissões acessos erp protheus desenvolver rotinas t-sql desenvolver rotinas consultas fluig power bi graduação tecnologia informação vivência função erp protheus 12 advpl power bi informática sqlserver totvs protheus erp advpl
795, mapear avaliar reportar riscos operacionais macroprocessos avaliar efetividade ações corretivas planos ação mitigação riscos elaborar monitorar indicadores chave riscos apoiar áreas aderência políticas requisitos regulatórios elaborar relatórios riscos operacionais atuar ações promoção cultura gestão riscos companhia esperamos escolaridade ensino superior completo mapeamento riscos análise processos obrigatórios frameworks governança corporativa coso requisitos técnicos office relatórios power bi habilidades bom relacionamento interpessoal alta capacidade analítica visão estratégica processos agilidade dinamismo execução tarefas oferecemos assistência médica odontológica vale transporte participação resultados empresa jornada trabalho segunda sexta-feira 8h 18h 1h almoço sobre etapas processo seletivo pessoas deficiência pcd concorrem igualdade condições demais candidatos
796, planejamento acompanhamento controle produção conteúdo digital mapeamento novos indicadores performance necessários acompanhamento operação construção novos relatórios painéis acompanhamento operação acompanhamento junto todos stakeholders processos produção conteúdo gestão planos melhoria contínua processos procedimentos sistemas atuar facilitador solução problemas operacionais identificados equipes produção pmo captação análise apresentação insights relacionados estratégia produção longo prazo ensino superior completo preferencialmente engenharia administração ciências computação gerenciamento projetos .conhecimento metodologia ágil power bi azure devops perfil analítico .bom relacionamento interpessoal independência pro atividade base trabalho .. excel - avançado
797, técnico-específicos desenvolvimento produto interface multifuncional busca inovação brieifing p d avaliação mix portfolio plano 360° gerenciamento projeto liderança projetos pmo sobre gestão marcas posicionamento público conceito visual aplicações materiais ações pdv mídias assessoria gerenciamanto comunicação digital website fb ig release pr eventos lanamento produto monitorar mercado pesquisa preço/concorrentes pesquisa consumidor coletar analisar relatórios performance b.i capacidade analítica elaboração relatórios mercado euromonitor abihpec gerenciamento preço posicionamento formulação preço calcuo margem p l negociação preço fornecedor acompanhar trabalho fornecedores parceiros ativações office avançado corel/ilustrator/photoshop inglês avançado escrita oral superior completo idioma inglês - fluente
798, analisar provisionar necessidades diferentes áreas negócio atender demanda cliente adequado suprimentos realizar alinhamento tático-operacional estratégia empresa realizar conduzir envolvimento vendas operações processo planejamento colaborativo potencializa resultados elaborar propor acompanhar indicadores metas atendimento á demanda acuracidade previsão otif mape wape elaborar planilhas relatórios deem embasamento sustentação s op decisões estratégicas acompanhar reportar tendências mercado ensino superior completo engenharia produção logística administração empresas excel intermediário/avançado pcp ppcp supply chain s op inglês intermediário/avançado microsoft power bi visualização análise negócio erp microsoft dynamics ax
799, habilidades endomarketing mídias sociais eventos internos externos acompanhamento promoções junto equipe comercial acompanhamento relatórios outras necessidades junto fornecedores executar funções merchandising tais gestão promotores relatórios apresentações power point recebimento acompanhamento materiais consultores pdv elaboração apresentação relatórios gerência diretoria ter vontade inovar criativo facilidade comunicação área pet publicidade áreas ensino superior completo áreas marketing publicidade propaganda correlatas domínio ferramentas coreldraw indesing photoshop adobe illustrator domínio office bi monitoramento redes sociais gestão mídia social marketing conteúdo marketing referência endomarketing descritas fácil relacionamento interpessoal
800, gerenciamento budget anual bem modelagens financeiras excel consolidação análises performance mensal reporte resultados elaborar apresentação executiva resultado mensal relatórios gerenciais monitorar kpis operacionais financeiros áreas negócios análises controle orçamentário gestão custos despesas centros custos análise análises comparativas resultados orçado versus realizado áreas negócios análises financeiras responsável estruturar processos acompanhamentos financeiros área contas pagar/contas receber tesouraria cadastro planejamento gestão curto médio longo prazo áreas tesouraria gestão desenvolvimento pessoas gestão equipes desenvolvimento setor controladoria graduação concluída administração economia engenharia contabilidade excel avançado ferramentas bi erp protheus
801, atuar desdobramento planejamento macro cliente planejamento atendimento rodoviário alinhamento monitoramento planejamento junto equipe programação execução desdobramento gestão validações premissas contratuais transportadores organização condução reuniões diárias planejamento execução controle indicadores atendimento performance controle indicadores agendamento produtividade veículos rota controle indicadores mercado impactos operacionais atividade transporte condução gestão planos ação corretivos melhorias necessárias operação ensino superior completo logística comércio exterior administração empresas engenharia áreas planejamento preferencialmente planejamento logístico controles indicadores gestão projetos específicos desejados excel power bi
802, responsável realizar reuniões briefing clientes identificar oportunidades melhoria projetos realizar análises detalhadas indicadores mercado concorrência diferentes tipos auditorias mercado crm médicos pacientes construir recomendações ações marketing vendas melhoria performance definindo métricas mensuração acompanhamento pacientes médicos pdv s implementar planos ação disparos campanhas preço realizar acompanhamento resultados mensurar efetividade roi trabalho parceria clientes envolvidos ações responsável desenvolvimento analíticos ensino superior completo administração estatística economia perfil analítico consultivo bom relacionamento interpessoal pro atividade visão estratégica boa comunicação visão analítica office avançado power bi necessário ter anterior descritas acima setor farmacêutico
803, apoiar estruturação vertical ligado diretamente foco gerar inteligência fornecer estruturados relatórios dashboards apoiar gestão tomada decisão reportes periódicos realizar interface áreas proporcionando suporte garantir atingimento resultados estabelecidos apoiar desenvolvimento processos procedimentos políticas foco melhoria contínua apoiar atualização realizar acompanhamento iniciativas projetos andamento elaborar reportes periódicos gestão responsável auditoria indenizações cálculos análise cenários graduação engenharia finanças adm ter visão analítica orientada resultados capacidade entender transformar planos ação acompanhamento power bi trabalho equipe gostar desafios adaptação pró-ativo organização disciplina processo
804, analisar comportamento margens brutas produto/serviços participar elaboração orçamento anual forecast preparar analisar aperfeiçoar orçamentos custos relacionados todas etapas desenvolvimento negócio compra produção distribuição comercialização respectivos relatórios gerenciais estruturar gerenciar estrutura centros resultados custos monitorar atuar processos apuração custos conduzir reuniões resultados gerencial diretoria desenvolver garantir consolidar relatórios análises mensais resultados rentabilidades operacionais carteira segmento linha negócio participar implementação análise investimento valuation graduação ciências contábeis administração finanças economia engenharias pós/mba contabilidade custos orçamento tributos controladoria controles internos custos sistema erp totvs bi sql
805, rotina contas pagar manuseio portais bancários plano contas centro custo desenvolver relatórios resultados financeiros fluxo caixa dre índices liquidez realizar análises comparativas gerenciamento risco análise crédito grandes clientes estrutura custeio gerenciamento overhead fornecer recomendações redução custos melhora desempenho financeiro interface/acompanhamento áreas contábil fiscal empresa terceirizada organizar processos financeiros documentação suporte contabilidade administrar inventários ativos sobras físicas ótimos office power bi superior completo ciências contábeis área financeira excelentes habilidades apresentação relatórios comunicação idioma inglês - intermediário
806, responsável atualização posição buffer controle faturamento execução estratégia logística/abastecimento atualização book importado/nacional/ws exposição giro etc ... atualização ferramenta preço pb - variação preços tarifas imposto operação jet internacional beneficiado - ajuste quota envio cartas petrobras destinação final produto desenvolvimento ferramentas geração reports mesa derivados pricing logística acompanhamento serviço petrobras histórico penalidade/bonificação/compromisso gestão acessos canal cliente ensino superior completo administração logística economia engenharia áreas correlatas inglês avançado office avançado power bi área comercial/ trading
807, apuração apresentação resultado negócio energia renováveis mapeamento/entendimento fluxos produtos marcação contra curva mtm cálculo margem proposta formatos dashboards visões acompanhamento resultados fechamento gerencial contábil provisão mensal garantir cumprimento procedimentos controles políticas moa interface direta áreas negócio correlatas geração acompanhamento indicadores visibilidade negócio áreas parceiras formação superior completa adm engenharia sistemas áreas correlatas excel avançado macros/vba power bi elaboração dashboards visão estratégica analítica processos organização planejamento priorização habilidade negociação busca constante inovação melhoria processos causa raiz ter boa relação interpessoal perfil comunicativo dinâmico flexível
808, levantar oportunidades tecnologias propor melhorias projetos áreas sondagem estimativa recursos reservas planejamento longo curto prazo mineração gerenciar portfólio projetos/iniciativas/demandas ti áreas sondagem estimativa recursos reservas planejamento longo curto prazo mineração desenvolver junto negócio transformação digital através projetos tecnologia atuar interlocutor executivos negócio ti fim suportar execução estratégia área através tecnologia acompanhamento pós go-live prova valor garantir comprovar resultados obtidos implementação projetos condução/realização estudos soluções tecnológicas elaborar estratégia apoiar implementação gestão banco geológicos atuar padronização softwares procedimentos gestão banco geológicos consolidar estratégia padronização softwares utilizados toda cadeia valor mineração bmsa formação sistemas informação tecnologia informação geologia geografia pré-requisitos implementação gerenciamento manutenção soluções mineração - banco geológico gdms sistema gestão laboratório lims sistema gestão planta pims sistema gestão frota despacho sistema gestão produção mês ferramentas desenvolvimento relatórios reporting servies power bi tableau inglês avançado idioma inglês - fluente
809, descrição vaga gente aqui cervejaria ambev sonha grande ! milhares apaixonados fazemos maior objetivo inovar setor bebidas maior qualidade diversidade possível possa brindar qualquer ocasião escolhendo gosta ! cultura focada construir ambiente inclusivo colaborativo onde pessoas possam melhor mesmas ! gente maior ativo afinal sabemos investir potencial colaboradores trazer ainda qualidade negócio bebidas sempre busca talentos diversos dispostos construir grande sonho gente unir pessoas mundo melhor prazer cervejaria ambev adoraríamos ter gente responsabilidades atribuições rotina cargo inclui - responsável análises contábeis marketing vendas nab - responsável atendimento solicitações compliance - responsável entrega materiais exigidos fcl 2019 - pepsico - dar visibilidade resultados financeiros diretoria nab - ajudar elaboração analises ebitda nab total - ajudar elaboração analises financeiras gerenciais - participação processo p1a orçamento -elaboração materiais análises sob demanda -ser suporte caixas especialistas nab requisitos qualificações formação ensino superior completo pré-requisitos - usuário sistemas vmv sap - usuário microsoft office word excel power point - power bi - linguagem vba - língua inglesa
810, atendimento empresa windows office 365 sharepoint exchange teams google meeting zoom transmissão youtube etc suporte usuário erp empresa - navegação processos regras negócio abertura chamado desenvolvedora acompanhamento possíveis atualizações disponibilizadas suporte sistema restaurante totvs chef solarium sicomtec redes tcp/ip incluindo configuração instalação troubleshooting switches vlans roteadores troubleshooting monitoramento servidores windows server ad dns gpo hyper-v cluster failover etc storages dell ambientes `` clusterizados '' sql server hyper-v banco sql server rotinas backup manutenção elaboração queries sistemas bi - microsoft powerbi gerenciamento atualizações wsus kaspersky gerenciamento monitoramento policies firewall watchguard gerenciamento monitoramento policies firewall pfsense gerenciamento configuração monitoramento solução unifi access points acompanhamento auxílio empresas contratadas desenvolvimento softwares apps proatividade responsabilidade comprometimento avançados infraestrutura ti corporativa certificação microsoft mcsa - mcse azure cursos microsoft windows server sql server
811, vai fazer - gestão controles operacionais frota inoperâncias franquias contratos od - elaboração reports semanais indicadores desempenho - acompanhamento área financeira processo faturamento apontamento provisão tratativa possíveis divergências - gerenciamento fechamento cliente comerciais operacionais - apontamento análise estatísticos normativa bid s - acompanhamento projetos área foco otimização automatização processos - elaboração instrução trabalho novos procedimentos - treinamento medida novos projetos implementados - responsável implementar painel indicadores através ferramenta power bi - ensino superior completo administração engenharia produção ciências náuticas áreas mba andamento - prévia gestão controles operacionais kpi s - prévia elaboração projetos foco processos melhoria contínua - office power point excel avançado - noções powerbi - procedimentos rotina embarcações - prévia área shipping oil gas - disponibilidade atuar presencialmente bairro ponta d´areia niterói/rj
812, acompanhamento fechamento contábil análises performance mensal reporte resultados dre diagnosticar identificar dar tratativas divergências alocações centro custo contabilizações divergentes indicadores receita custos despesas interagindo áreas correlatas análises comparativas resultados orçado versus realizado áreas negócios análises financeiras elaboração forecast acompanhamentos atingimentos metas preparação apresentações executivas diretorias investidores elaborar simulações margens projetos/produtos/clientes tomadas decisões participar processo construção orçamentário anual interagindo áreas empresa afim reunir consolidar peças orçamentárias receita opex capex ensino superior ciências contábeis administração economia área correlatas excel análise mandatória vivência ferramentas bi power bi qlikview tableau área informações gerenciais orçamento gestão custos sql matemática financeira organização focado
813, escrever escrever scripts sql sql server relatórios testes qualidade baseados mestre sap escolaridade ensino superior cursando/completo tecnologia informação áreas idioma inglês avançado/fluente conversação irá atuar global requisitos avançado administração banco sql sap md subjacentes mestre materiais boms planos inspeção pirs contratos ferramentas cransoft dsp reporting bi vba escrever escrever scripts sql sql server relatórios testes qualidade baseados mestre sap
814, técnico-específicos desenvolvimento produto interface multifuncional busca inovação brieifing p d avaliação mix portfolio plano 360° gerenciamento projeto liderança projetos pmo sobre gestão marcas posicionamento público conceito visual aplicações materiais ações pdv mídias assessoria gerenciamanto comunicação digital website fb ig release pr eventos lanamento produto monitorar mercado pesquisa preço/concorrentes pesquisa consumidor coletar analisar relatórios performance b.i capacidade analítica elaboração relatórios mercado euromonitor abihpec gerenciamento preço posicionamento formulação preço calcuo margem p l negociação preço fornecedor acompanhar trabalho fornecedores parceiros ativações office avançado corel/ilustrator/photoshop inglês avançado escrita oral gerenciamento preço posicionamento formulação preço calcuo margem p l negociação preço fornecedor acompanhar trabalho fornecedores parceiros ativações office avançado corel/ilustrator/photoshop inglês avançado escrita oral
815, dentro tempo produtividade analista responsável acompanhamento consolidar indicadores desempenho manufatura através acompanhar informações relação volume número contagem funcionários horas extras todos kpi 's disponíveis gestão operação calcular indicadores eficiência líquida verdadeira linhas perdas mp variável race elaboração forecast mensal plano anual indicadores auxiliar identificação causas fundamentais desvios real x plano indicadores elaborar relatórios gerenciais através acompanhamento indicadores auxiliar desenvolvimento modelos análises ajudem gestores entendimento maximização resultados operação apoiar informação projetos produtividade contato direto constante áreas produtividade manutenção manufatura superior completo engenharia alimentos produção química áreas manufatura indicadores rendimento eficiência linha excel avançado lidar grandes bases indicadores conhecer vba macro tableau power bi ferramentas
816, motivado desafios autodidata curioso sempre busca possui bom raciocínio lógico vivência programação java então venha fazer parte developers transformar jeito fazer logística ! preciso ter possuir tecnólogo ti programação cursando superior ciência computação sistemas informação similares avançado lógica orientação objetos orientações projeto java java 8 banco sql/postgresql/oracle hibernate js/css/html primefaces /jsf 2.2 possuir seguintes primefaces/jsf angular reports jasperreports bi tableau/etl bigdata amazon aws mobile responsabilidades analisar bugs/novas funcionalidades através estórias realizar análise impacto produto participar diretamente desenvolvimento desenvolvendo funcionalidades/bugs contribuir evolução produto/processo setor desenvolvimento sugerindo melhorias processo tecnologia software raciocínio lógico capacidade resolução problemas
